epoch,decorrelation/decoder_loss,decorrelation/discriminator_loss,decorrelation/encoder_loss,decorrelation/fake_accuracy,decorrelation/real_accuracy,_timestamp,_runtime
0,0.1605076,0.19938976,0.75270087,0.92578125,0.55859375,1646721385,78
1,0.15137798,0.1508311,0.5891866,0.91796875,0.6875,1646721386,79
2,0.1521925,0.2909767,0.25948772,0.41015625,0.51171875,1646721386,79
3,0.13674173,0.22293131,0.39421445,0.78125,0.56640625,1646721386,80
4,0.12710434,0.34539542,0.13750742,0.15234375,0.85546875,1646721387,80
5,0.11026424,0.26581442,0.16981293,0.13671875,0.87109375,1646721387,80
6,0.09516013,0.260055,0.29731208,0.5546875,0.5234375,1646721388,81
7,0.09884083,0.25010568,0.2857976,0.57421875,0.55078125,1646721388,81
8,0.08612473,0.29351407,0.20071235,0.3515625,0.66796875,1646721388,81
9,0.118728064,0.31165686,0.38128856,0.52734375,0.48828125,1646721389,82
10,0.08878305,0.25474823,0.29715642,0.65234375,0.359375,1646721389,82
11,0.07580831,0.25268096,0.27589878,0.62890625,0.46875,1646721390,83
12,0.08265406,0.2660569,0.24448183,0.40625,0.5703125,1646721390,83
13,0.08879762,0.244878,0.2221923,0.34765625,0.7421875,1646721390,83
14,0.06967743,0.1948464,0.31023952,0.53125,0.88671875,1646721391,84
15,0.09191608,0.40780076,0.26113203,0.4375,0.1328125,1646721391,84
16,0.08408608,0.30816507,0.23999952,0.421875,0.328125,1646721392,85
17,0.07759921,0.24124564,0.25739774,0.4765625,0.6640625,1646721392,85
18,0.080302104,0.25618893,0.3245589,0.65234375,0.3828125,1646721393,86
19,0.07394169,0.2512505,0.23613204,0.37109375,0.6796875,1646721393,86
20,0.08183971,0.25561622,0.2325551,0.34765625,0.625,1646721393,86
21,0.06823485,0.24986306,0.23403564,0.33984375,0.72265625,1646721394,87
22,0.08025423,0.27725595,0.376536,0.7109375,0.296875,1646721394,87
23,0.07097505,0.25880045,0.2796272,0.609375,0.3984375,1646721394,88
24,0.06251472,0.2560201,0.2147386,0.23046875,0.75,1646721395,88
25,0.06642011,0.26573825,0.21021879,0.28515625,0.7265625,1646721395,88
26,0.0716521,0.2703004,0.18642598,0.27734375,0.73828125,1646721395,89
27,0.06483556,0.25635445,0.2189448,0.3203125,0.7578125,1646721396,89
28,0.068176985,0.25306463,0.28909925,0.734375,0.28125,1646721396,89
29,0.06622654,0.2554662,0.22922687,0.34375,0.6796875,1646721397,90
30,0.06294823,0.25273836,0.2422944,0.3671875,0.61328125,1646721397,90
31,0.063913316,0.25925952,0.2734203,0.56640625,0.4453125,1646721398,91
32,0.06495386,0.2582425,0.2796431,0.52734375,0.484375,1646721398,91
33,0.07553767,0.24762341,0.31066832,0.80078125,0.2890625,1646721398,91
34,0.07740486,0.258878,0.33579385,0.91015625,0.09375,1646721399,92
35,0.06388892,0.2541763,0.2592042,0.54296875,0.43359375,1646721399,92
36,0.069730066,0.25296474,0.28462532,0.71875,0.3046875,1646721400,93
37,0.06278068,0.25475547,0.22279336,0.3046875,0.70703125,1646721400,93
38,0.06577328,0.25284266,0.2562368,0.46484375,0.515625,1646721400,93
39,0.07529097,0.2524006,0.2780714,0.734375,0.2734375,1646721401,94
40,0.061369993,0.2587241,0.20571497,0.22265625,0.76953125,1646721401,94
41,0.057011645,0.25207567,0.2790685,0.75,0.2890625,1646721401,94
42,0.066238776,0.25162822,0.28150266,0.7734375,0.22265625,1646721402,95
43,0.053510323,0.32076505,0.1790736,0.3515625,0.64453125,1646721402,95
44,0.051501803,0.25326598,0.29693753,0.80859375,0.19140625,1646721403,96
45,0.054616705,0.2519682,0.22215414,0.31640625,0.73046875,1646721403,96
46,0.06281446,0.25181225,0.25605017,0.48828125,0.52734375,1646721403,96
47,0.05455359,0.25137654,0.2299847,0.2734375,0.75390625,1646721404,97
48,0.05331111,0.2525198,0.22170657,0.15625,0.81640625,1646721404,97
49,0.06495127,0.25218576,0.2878057,0.81640625,0.18359375,1646721405,98
50,0.055197068,0.25114864,0.25918224,0.5,0.47265625,1646721405,98
51,0.06127268,0.26220027,0.28863806,0.54296875,0.4609375,1646721405,98
52,0.0470772,0.25275224,0.21459259,0.16015625,0.8359375,1646721406,99
53,0.046705913,0.2519367,0.22559166,0.20703125,0.8125,1646721406,99
54,0.05769351,0.25129095,0.25695312,0.51953125,0.48828125,1646721406,100
55,0.05610341,0.25658816,0.20661747,0.1328125,0.86328125,1646721407,100
56,0.051610567,0.2509116,0.24721137,0.45703125,0.5390625,1646721407,100
57,0.04856187,0.25091952,0.2521425,0.4609375,0.52734375,1646721408,101
58,0.060307197,0.25281858,0.25506827,0.5,0.5234375,1646721408,101
59,0.051833563,0.2528319,0.22661589,0.25390625,0.7578125,1646721409,102
60,0.05340752,0.2512504,0.2608854,0.58203125,0.43359375,1646721409,102
61,0.056450985,0.2515604,0.26040578,0.5390625,0.44140625,1646721409,102
62,0.04983635,0.25128192,0.27516398,0.8125,0.19140625,1646721410,103
63,0.059822973,0.26235023,0.18010111,0.08203125,0.9140625,1646721410,103
64,0.04735755,0.25969726,0.32024643,0.66015625,0.34375,1646721410,104
65,0.048891433,0.25265712,0.23675568,0.30078125,0.6953125,1646721411,104
66,0.049721092,0.25595778,0.3115832,0.8125,0.1875,1646721411,104
67,0.04825779,0.25129002,0.25905427,0.515625,0.4765625,1646721412,105
68,0.050950788,0.25099838,0.2469078,0.3515625,0.6484375,1646721412,105
69,0.06278109,0.25142998,0.2414935,0.3671875,0.609375,1646721412,105
70,0.052407723,0.25074708,0.2768504,0.75,0.26953125,1646721413,106
71,0.043487977,0.25048858,0.2617897,0.64453125,0.36328125,1646721413,106
72,0.05798545,0.25287864,0.29711908,0.8828125,0.10546875,1646721414,107
73,0.04803733,0.25151885,0.22888798,0.25390625,0.74609375,1646721414,107
74,0.041455004,0.25056785,0.25334147,0.52734375,0.47265625,1646721414,107
75,0.0445601,0.24890323,0.25183278,0.4921875,0.53515625,1646721415,108
