epoch,sac/alpha,sac/alpha_loss,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/cql/alpha_prime,sac/cql/alpha_prime_loss,sac/cql/cql_min_qf1_loss,sac/cql/cql_min_qf2_loss,sac/cql/cql_q1_current_actions,sac/cql/cql_q1_next_actions,sac/cql/cql_q1_rand,sac/cql/cql_q2_current_actions,sac/cql/cql_q2_next_actions,sac/cql/cql_q2_rand,sac/cql/cql_qf1_diff,sac/cql/cql_qf2_diff,sac/cql/cql_std_q1,sac/cql/cql_std_q2,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,average_return,average_traj_length,average_normalizd_return,train_time,eval_time,epoch_time,_timestamp,_runtime
0,0.83537906,-0.22356859,17.350567,17.268871,13.283515,0.0,0.0,-15.119151,-16.086227,15.736339,1.5585362,-3.314116,15.448532,1.9259074,-2.5529687,-3.0238302,-3.2172456,9.034233,8.514809,4.7570524,-11.373637,-5.137349,-5.094717,2728.0122,1000.0,0.24229947998010742,215.0905463695526,2.7480759620666504,217.83862233161926,1646688589,238
